patch_id,image_id,candidate_rank_global,candidate_rank_in_image,suspicion_score,crop_bbox,source_pred_instance_id,image_path,pred_mask_path,gt_mask_path,overlay_path,patch_paths
rank_00011__palu-tsunami_00000151__pred_00016,palu-tsunami_00000151,11,1,10.0,"[0, 0, 772, 587]",16,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00011__palu-tsunami_00000151__pred_00016.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00011__palu-tsunami_00000151__pred_00016.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00011__palu-tsunami_00000151__pred_00016.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00011__palu-tsunami_00000151__pred_00016.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00011__palu-tsunami_00000151__pred_00016.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00011__palu-tsunami_00000151__pred_00016.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00011__palu-tsunami_00000151__pred_00016.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00011__palu-tsunami_00000151__pred_00016.png""}"
rank_00012__mexico-earthquake_00000069__pred_00037,mexico-earthquake_00000069,12,1,10.0,"[0, 379, 704, 1015]",37,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00012__mexico-earthquake_00000069__pred_00037.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00012__mexico-earthquake_00000069__pred_00037.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00012__mexico-earthquake_00000069__pred_00037.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00012__mexico-earthquake_00000069__pred_00037.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00012__mexico-earthquake_00000069__pred_00037.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00012__mexico-earthquake_00000069__pred_00037.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00012__mexico-earthquake_00000069__pred_00037.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00012__mexico-earthquake_00000069__pred_00037.png""}"
rank_00013__palu-tsunami_00000094__pred_00025,palu-tsunami_00000094,13,1,10.0,"[477, 89, 1024, 601]",25,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00013__palu-tsunami_00000094__pred_00025.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00013__palu-tsunami_00000094__pred_00025.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00013__palu-tsunami_00000094__pred_00025.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00013__palu-tsunami_00000094__pred_00025.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00013__palu-tsunami_00000094__pred_00025.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00013__palu-tsunami_00000094__pred_00025.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00013__palu-tsunami_00000094__pred_00025.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00013__palu-tsunami_00000094__pred_00025.png""}"
rank_00014__mexico-earthquake_00000188__pred_00020,mexico-earthquake_00000188,14,1,10.0,"[292, 0, 811, 576]",20,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00014__mexico-earthquake_00000188__pred_00020.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00014__mexico-earthquake_00000188__pred_00020.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00014__mexico-earthquake_00000188__pred_00020.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00014__mexico-earthquake_00000188__pred_00020.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00014__mexico-earthquake_00000188__pred_00020.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00014__mexico-earthquake_00000188__pred_00020.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00014__mexico-earthquake_00000188__pred_00020.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00014__mexico-earthquake_00000188__pred_00020.png""}"
rank_00015__palu-tsunami_00000081__pred_00035,palu-tsunami_00000081,15,1,10.0,"[0, 295, 463, 806]",35,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00015__palu-tsunami_00000081__pred_00035.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00015__palu-tsunami_00000081__pred_00035.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00015__palu-tsunami_00000081__pred_00035.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00015__palu-tsunami_00000081__pred_00035.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00015__palu-tsunami_00000081__pred_00035.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00015__palu-tsunami_00000081__pred_00035.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00015__palu-tsunami_00000081__pred_00035.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00015__palu-tsunami_00000081__pred_00035.png""}"
rank_00016__mexico-earthquake_00000094__pred_00023,mexico-earthquake_00000094,16,3,10.0,"[589, 217, 1024, 562]",23,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00016__mexico-earthquake_00000094__pred_00023.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00016__mexico-earthquake_00000094__pred_00023.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00016__mexico-earthquake_00000094__pred_00023.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00016__mexico-earthquake_00000094__pred_00023.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00016__mexico-earthquake_00000094__pred_00023.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00016__mexico-earthquake_00000094__pred_00023.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00016__mexico-earthquake_00000094__pred_00023.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00016__mexico-earthquake_00000094__pred_00023.png""}"
rank_00017__palu-tsunami_00000146__pred_00033,palu-tsunami_00000146,17,1,10.0,"[661, 180, 1024, 616]",33,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00017__palu-tsunami_00000146__pred_00033.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00017__palu-tsunami_00000146__pred_00033.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00017__palu-tsunami_00000146__pred_00033.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00017__palu-tsunami_00000146__pred_00033.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00017__palu-tsunami_00000146__pred_00033.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00017__palu-tsunami_00000146__pred_00033.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00017__palu-tsunami_00000146__pred_00033.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00017__palu-tsunami_00000146__pred_00033.png""}"
rank_00018__mexico-earthquake_00000063__pred_00013,mexico-earthquake_00000063,18,1,10.0,"[0, 0, 469, 612]",13,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00018__mexico-earthquake_00000063__pred_00013.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00018__mexico-earthquake_00000063__pred_00013.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00018__mexico-earthquake_00000063__pred_00013.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00018__mexico-earthquake_00000063__pred_00013.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00018__mexico-earthquake_00000063__pred_00013.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00018__mexico-earthquake_00000063__pred_00013.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00018__mexico-earthquake_00000063__pred_00013.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00018__mexico-earthquake_00000063__pred_00013.png""}"
rank_00019__palu-tsunami_00000081__pred_00037,palu-tsunami_00000081,19,2,10.0,"[503, 298, 1024, 656]",37,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00019__palu-tsunami_00000081__pred_00037.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00019__palu-tsunami_00000081__pred_00037.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00019__palu-tsunami_00000081__pred_00037.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00019__palu-tsunami_00000081__pred_00037.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00019__palu-tsunami_00000081__pred_00037.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00019__palu-tsunami_00000081__pred_00037.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00019__palu-tsunami_00000081__pred_00037.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00019__palu-tsunami_00000081__pred_00037.png""}"
rank_00020__mexico-earthquake_00000139__pred_00028,mexico-earthquake_00000139,20,2,10.0,"[0, 353, 415, 828]",28,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00020__mexico-earthquake_00000139__pred_00028.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00020__mexico-earthquake_00000139__pred_00028.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00020__mexico-earthquake_00000139__pred_00028.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00020__mexico-earthquake_00000139__pred_00028.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00020__mexico-earthquake_00000139__pred_00028.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00020__mexico-earthquake_00000139__pred_00028.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00020__mexico-earthquake_00000139__pred_00028.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00020__mexico-earthquake_00000139__pred_00028.png""}"
rank_00021__mexico-earthquake_00000094__pred_00017,mexico-earthquake_00000094,21,4,10.0,"[1, 61, 499, 364]",17,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00021__mexico-earthquake_00000094__pred_00017.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00021__mexico-earthquake_00000094__pred_00017.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00021__mexico-earthquake_00000094__pred_00017.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00021__mexico-earthquake_00000094__pred_00017.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00021__mexico-earthquake_00000094__pred_00017.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00021__mexico-earthquake_00000094__pred_00017.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00021__mexico-earthquake_00000094__pred_00017.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00021__mexico-earthquake_00000094__pred_00017.png""}"
rank_00022__palu-tsunami_00000117__pred_00042,palu-tsunami_00000117,22,1,10.0,"[416, 525, 894, 896]",42,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00022__palu-tsunami_00000117__pred_00042.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00022__palu-tsunami_00000117__pred_00042.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00022__palu-tsunami_00000117__pred_00042.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00022__palu-tsunami_00000117__pred_00042.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00022__palu-tsunami_00000117__pred_00042.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00022__palu-tsunami_00000117__pred_00042.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00022__palu-tsunami_00000117__pred_00042.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00022__palu-tsunami_00000117__pred_00042.png""}"
rank_00023__palu-tsunami_00000146__pred_00059,palu-tsunami_00000146,23,2,10.0,"[272, 469, 698, 808]",59,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00023__palu-tsunami_00000146__pred_00059.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00023__palu-tsunami_00000146__pred_00059.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00023__palu-tsunami_00000146__pred_00059.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00023__palu-tsunami_00000146__pred_00059.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00023__palu-tsunami_00000146__pred_00059.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00023__palu-tsunami_00000146__pred_00059.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00023__palu-tsunami_00000146__pred_00059.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00023__palu-tsunami_00000146__pred_00059.png""}"
rank_00024__palu-tsunami_00000004__pred_00048,palu-tsunami_00000004,24,1,10.0,"[172, 310, 532, 625]",48,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00024__palu-tsunami_00000004__pred_00048.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00024__palu-tsunami_00000004__pred_00048.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00024__palu-tsunami_00000004__pred_00048.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00024__palu-tsunami_00000004__pred_00048.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00024__palu-tsunami_00000004__pred_00048.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00024__palu-tsunami_00000004__pred_00048.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00024__palu-tsunami_00000004__pred_00048.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00024__palu-tsunami_00000004__pred_00048.png""}"
rank_00025__mexico-earthquake_00000188__pred_00033,mexico-earthquake_00000188,25,2,10.0,"[61, 49, 427, 543]",33,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00025__mexico-earthquake_00000188__pred_00033.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00025__mexico-earthquake_00000188__pred_00033.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00025__mexico-earthquake_00000188__pred_00033.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00025__mexico-earthquake_00000188__pred_00033.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00025__mexico-earthquake_00000188__pred_00033.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00025__mexico-earthquake_00000188__pred_00033.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00025__mexico-earthquake_00000188__pred_00033.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00025__mexico-earthquake_00000188__pred_00033.png""}"
rank_00026__mexico-earthquake_00000028__pred_00003,mexico-earthquake_00000028,26,1,10.0,"[32, 0, 410, 340]",3,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00026__mexico-earthquake_00000028__pred_00003.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00026__mexico-earthquake_00000028__pred_00003.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00026__mexico-earthquake_00000028__pred_00003.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00026__mexico-earthquake_00000028__pred_00003.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00026__mexico-earthquake_00000028__pred_00003.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00026__mexico-earthquake_00000028__pred_00003.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00026__mexico-earthquake_00000028__pred_00003.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00026__mexico-earthquake_00000028__pred_00003.png""}"
rank_00027__palu-tsunami_00000114__pred_00069,palu-tsunami_00000114,27,1,10.0,"[459, 251, 813, 570]",69,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00027__palu-tsunami_00000114__pred_00069.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00027__palu-tsunami_00000114__pred_00069.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00027__palu-tsunami_00000114__pred_00069.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00027__palu-tsunami_00000114__pred_00069.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00027__palu-tsunami_00000114__pred_00069.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00027__palu-tsunami_00000114__pred_00069.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00027__palu-tsunami_00000114__pred_00069.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00027__palu-tsunami_00000114__pred_00069.png""}"
rank_00028__palu-tsunami_00000173__pred_00002,palu-tsunami_00000173,28,1,10.0,"[103, 0, 464, 288]",2,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00028__palu-tsunami_00000173__pred_00002.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00028__palu-tsunami_00000173__pred_00002.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00028__palu-tsunami_00000173__pred_00002.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00028__palu-tsunami_00000173__pred_00002.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00028__palu-tsunami_00000173__pred_00002.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00028__palu-tsunami_00000173__pred_00002.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00028__palu-tsunami_00000173__pred_00002.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00028__palu-tsunami_00000173__pred_00002.png""}"
rank_00029__mexico-earthquake_00000188__pred_00079,mexico-earthquake_00000188,29,3,10.0,"[585, 326, 939, 700]",79,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00029__mexico-earthquake_00000188__pred_00079.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00029__mexico-earthquake_00000188__pred_00079.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00029__mexico-earthquake_00000188__pred_00079.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00029__mexico-earthquake_00000188__pred_00079.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00029__mexico-earthquake_00000188__pred_00079.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00029__mexico-earthquake_00000188__pred_00079.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00029__mexico-earthquake_00000188__pred_00079.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00029__mexico-earthquake_00000188__pred_00079.png""}"
